2
Subject,10
Window:, 1
Max Valence:,5.0,Max Arousal:,5.095
Min Valence:,5.0,Min Arousal:,5.095
Median Valence:,5.0,Median Arousal:,5.095
Window:, 17
Mean Valence:,5.0,Mean Arousal:,5.0816831683168315
Max Valence:,5.0,Max Arousal:,5.188
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.095
Window:, 18
Mean Valence:,5.0,Mean Arousal:,5.0134752475247515
Max Valence:,5.0,Max Arousal:,5.042
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 19
Mean Valence:,5.0,Mean Arousal:,5.062247524752475
Max Valence:,5.0,Max Arousal:,5.078
Min Valence:,5.0,Min Arousal:,5.042
Median Valence:,5.0,Median Arousal:,5.066
Window:, 20
Mean Valence:,5.0,Mean Arousal:,5.0829900990098995
Max Valence:,5.0,Max Arousal:,5.092
Min Valence:,5.0,Min Arousal:,5.078
Median Valence:,5.0,Median Arousal:,5.078
Window:, 21
Mean Valence:,5.0,Mean Arousal:,5.09489108910891
Max Valence:,5.0,Max Arousal:,5.104
Min Valence:,5.0,Min Arousal:,5.092
Median Valence:,5.0,Median Arousal:,5.095
Window:, 22
Mean Valence:,5.0,Mean Arousal:,5.105000000000001
Max Valence:,5.0,Max Arousal:,5.107
Min Valence:,5.0,Min Arousal:,5.104
Median Valence:,5.0,Median Arousal:,5.104
Window:, 23
Mean Valence:,5.0,Mean Arousal:,5.112445544554455
Max Valence:,5.0,Max Arousal:,5.117
Min Valence:,5.0,Min Arousal:,5.107
Median Valence:,5.0,Median Arousal:,5.117
Window:, 24
Mean Valence:,5.0,Mean Arousal:,5.117
Max Valence:,5.0,Max Arousal:,5.117
Min Valence:,5.0,Min Arousal:,5.117
Median Valence:,5.0,Median Arousal:,5.117
Window:, 25
Mean Valence:,5.8443267326732675,Mean Arousal:,5.176950495049506
Max Valence:,6.904,Max Arousal:,5.321
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,6.081,Median Arousal:,5.143
Window:, 26
Mean Valence:,6.903999999999997,Mean Arousal:,5.331445544554454
Max Valence:,6.904,Max Arousal:,5.347
Min Valence:,6.904,Min Arousal:,5.321
Median Valence:,6.904,Median Arousal:,5.329
Window:, 27
Mean Valence:,6.903999999999997,Mean Arousal:,5.350940594059406
Max Valence:,6.904,Max Arousal:,5.356
Min Valence:,6.904,Min Arousal:,5.347
Median Valence:,6.904,Median Arousal:,5.347
Window:, 28
Mean Valence:,6.9039801980198,Mean Arousal:,5.367455445544553
Max Valence:,6.904,Max Arousal:,5.377
Min Valence:,6.902,Min Arousal:,5.356
Median Valence:,6.904,Median Arousal:,5.372
Window:, 29
Mean Valence:,6.899940594059407,Mean Arousal:,5.376999999999999
Max Valence:,6.902,Max Arousal:,5.377
Min Valence:,6.899,Min Arousal:,5.377
Median Valence:,6.9,Median Arousal:,5.377
Window:, 30
Mean Valence:,6.899,Mean Arousal:,5.376999999999999
Max Valence:,6.899,Max Arousal:,5.377
Min Valence:,6.899,Min Arousal:,5.377
Median Valence:,6.899,Median Arousal:,5.377
Window:, 31
Mean Valence:,6.999287128712869,Mean Arousal:,5.348326732673268
Max Valence:,7.108,Max Arousal:,5.45
Min Valence:,6.878,Min Arousal:,5.213
Median Valence:,7.069,Median Arousal:,5.345
Window:, 32
Mean Valence:,7.296099009900989,Mean Arousal:,5.325316831683168
Max Valence:,7.489,Max Arousal:,5.338
Min Valence:,7.069,Min Arousal:,5.319
Median Valence:,7.376,Median Arousal:,5.319
Window:, 33
Mean Valence:,7.3654554455445576,Mean Arousal:,5.318999999999999
Max Valence:,7.375,Max Arousal:,5.319
Min Valence:,7.364,Min Arousal:,5.319
Median Valence:,7.364,Median Arousal:,5.319
Window:, 34
Mean Valence:,7.3640000000000025,Mean Arousal:,5.318999999999999
Max Valence:,7.364,Max Arousal:,5.319
Min Valence:,7.364,Min Arousal:,5.319
Median Valence:,7.364,Median Arousal:,5.319
Window:, 35
Mean Valence:,7.363540983606558,Mean Arousal:,5.319000000000001
Max Valence:,7.364,Max Arousal:,5.319
Min Valence:,7.36,Min Arousal:,5.319
Median Valence:,7.364,Median Arousal:,5.319
Subject,11
Window:, 1
Mean Valence:,5.0,Mean Arousal:,5.0083069306930685
Max Valence:,5.0,Max Arousal:,5.03
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 2
Mean Valence:,5.0,Mean Arousal:,5.043653465346534
Max Valence:,5.0,Max Arousal:,5.049
Min Valence:,5.0,Min Arousal:,5.03
Median Valence:,5.0,Median Arousal:,5.04
Window:, 3
Mean Valence:,5.0720396039603965,Mean Arousal:,5.030188118811881
Max Valence:,5.243,Max Arousal:,5.049
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.049
Window:, 4
Mean Valence:,5.369504950495051,Mean Arousal:,5.098613861386138
Max Valence:,5.43,Max Arousal:,5.12
Min Valence:,5.243,Min Arousal:,5.0
Median Valence:,5.385,Median Arousal:,5.12
Window:, 5
Mean Valence:,5.061138613861385,Mean Arousal:,5.017900990099011
Max Valence:,5.374,Max Arousal:,5.12
Min Valence:,5.0,Min Arousal:,4.95
Median Valence:,5.0,Median Arousal:,5.0
Window:, 6
Mean Valence:,5.356960396039604,Mean Arousal:,5.068049504950493
Max Valence:,5.629,Max Arousal:,5.256
Min Valence:,5.0,Min Arousal:,4.685
Median Valence:,5.343,Median Arousal:,5.145
Window:, 7
Mean Valence:,5.595049504950494,Mean Arousal:,5.09280198019802
Max Valence:,5.634,Max Arousal:,5.145
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.629,Median Arousal:,5.08
Window:, 8
Mean Valence:,5.0,Mean Arousal:,5.011673267326733
Max Valence:,5.0,Max Arousal:,5.024
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.014
Window:, 9
Mean Valence:,5.0,Mean Arousal:,4.913663366336634
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,4.829
Median Valence:,5.0,Median Arousal:,4.939
Window:, 10
Mean Valence:,5.0,Mean Arousal:,4.864989898989899
Max Valence:,5.0,Max Arousal:,4.957
Min Valence:,5.0,Min Arousal:,4.829
Median Valence:,5.0,Median Arousal:,4.829
Window:, 11
Mean Valence:,5.0,Mean Arousal:,4.957
Max Valence:,5.0,Max Arousal:,4.957
Min Valence:,5.0,Min Arousal:,4.957
Median Valence:,5.0,Median Arousal:,4.957
Window:, 12
Mean Valence:,5.019534653465345,Mean Arousal:,4.9646831683168315
Max Valence:,5.102,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,4.957
Median Valence:,5.0,Median Arousal:,4.957
Window:, 13
Mean Valence:,5.322851485148517,Mean Arousal:,4.959059405940594
Max Valence:,5.7,Max Arousal:,5.0
Min Valence:,5.102,Min Arousal:,4.916
Median Valence:,5.3,Median Arousal:,4.957
Window:, 14
Mean Valence:,5.646504950495048,Mean Arousal:,5.242584158415842
Max Valence:,5.747,Max Arousal:,5.35
Min Valence:,5.59,Min Arousal:,4.989
Median Valence:,5.643,Median Arousal:,5.26
Window:, 15
Mean Valence:,5.775237623762373,Mean Arousal:,5.1942277227722755
Max Valence:,5.805,Max Arousal:,5.235
Min Valence:,5.747,Min Arousal:,5.178
Median Valence:,5.778,Median Arousal:,5.178
Window:, 16
Mean Valence:,5.88239603960396,Mean Arousal:,5.066831683168317
Max Valence:,6.126,Max Arousal:,5.178
Min Valence:,5.805,Min Arousal:,4.671
Median Valence:,5.816,Median Arousal:,5.178
Window:, 17
Mean Valence:,6.1190297029703,Mean Arousal:,4.467980198019803
Max Valence:,6.126,Max Arousal:,4.737
Min Valence:,6.118,Min Arousal:,4.379
Median Valence:,6.118,Median Arousal:,4.44
Window:, 18
Mean Valence:,6.141336633663365,Mean Arousal:,4.287643564356436
Max Valence:,6.184,Max Arousal:,4.379
Min Valence:,6.118,Min Arousal:,4.233
Median Valence:,6.129,Median Arousal:,4.276
Window:, 19
Mean Valence:,6.235217821782178,Mean Arousal:,4.2244851485148525
Max Valence:,6.296,Max Arousal:,4.233
Min Valence:,6.184,Min Arousal:,4.128
Median Valence:,6.239,Median Arousal:,4.227
Window:, 20
Mean Valence:,5.935534653465349,Mean Arousal:,4.033425742574257
Max Valence:,6.249,Max Arousal:,4.128
Min Valence:,5.878,Min Arousal:,4.03
Median Valence:,5.878,Median Arousal:,4.03
Window:, 21
Mean Valence:,5.878000000000002,Mean Arousal:,4.03381188118812
Max Valence:,5.878,Max Arousal:,4.057
Min Valence:,5.878,Min Arousal:,4.03
Median Valence:,5.878,Median Arousal:,4.03
Window:, 22
Mean Valence:,5.98039603960396,Mean Arousal:,4.207801980198021
Max Valence:,6.144,Max Arousal:,4.3
Min Valence:,5.878,Min Arousal:,4.057
Median Valence:,5.899,Median Arousal:,4.196
Window:, 23
Mean Valence:,5.927821782178218,Mean Arousal:,4.475485148514851
Max Valence:,6.144,Max Arousal:,4.503
Min Valence:,5.874,Min Arousal:,4.3
Median Valence:,5.874,Median Arousal:,4.503
Window:, 24
Mean Valence:,5.88049,Mean Arousal:,4.65036
Max Valence:,5.968,Max Arousal:,4.925
Min Valence:,5.874,Min Arousal:,4.503
Median Valence:,5.874,Median Arousal:,4.6690000000000005
Window:, 25
Mean Valence:,6.206633663366334,Mean Arousal:,4.783386138613861
Max Valence:,6.828,Max Arousal:,4.926
Min Valence:,5.919,Min Arousal:,4.608
Median Valence:,5.968,Median Arousal:,4.774
Window:, 26
Mean Valence:,5.996287128712869,Mean Arousal:,4.926000000000001
Max Valence:,6.03,Max Arousal:,4.926
Min Valence:,5.919,Min Arousal:,4.926
Median Valence:,6.026,Median Arousal:,4.926
Window:, 27
Mean Valence:,6.13849504950495,Mean Arousal:,4.925079207920793
Max Valence:,6.236,Max Arousal:,4.926
Min Valence:,6.03,Min Arousal:,4.923
Median Valence:,6.236,Median Arousal:,4.926
Window:, 28
Mean Valence:,6.307643564356436,Mean Arousal:,4.933534653465347
Max Valence:,6.323,Max Arousal:,4.941
Min Valence:,6.236,Min Arousal:,4.89
Median Valence:,6.322,Median Arousal:,4.941
Window:, 29
Mean Valence:,6.327425742574258,Mean Arousal:,4.939772277227723
Max Valence:,6.331,Max Arousal:,4.941
Min Valence:,6.323,Min Arousal:,4.937
Median Valence:,6.327,Median Arousal:,4.941
Window:, 30
Mean Valence:,6.387960396039603,Mean Arousal:,4.937
Max Valence:,6.433,Max Arousal:,4.937
Min Valence:,6.331,Min Arousal:,4.937
Median Valence:,6.39,Median Arousal:,4.937
Window:, 31
Mean Valence:,6.4716732673267305,Mean Arousal:,4.937
Max Valence:,6.526,Max Arousal:,4.937
Min Valence:,6.433,Min Arousal:,4.937
Median Valence:,6.447,Median Arousal:,4.937
Window:, 32
Mean Valence:,6.5779009900990095,Mean Arousal:,4.938999999999999
Max Valence:,6.871,Max Arousal:,4.95
Min Valence:,6.092,Min Arousal:,4.937
Median Valence:,6.584,Median Arousal:,4.937
Window:, 33
Mean Valence:,6.203544554455445,Mean Arousal:,4.916970297029703
Max Valence:,6.332,Max Arousal:,5.029
Min Valence:,6.092,Min Arousal:,4.88
Median Valence:,6.239,Median Arousal:,4.911
Window:, 34
Mean Valence:,6.4178019801980195,Mean Arousal:,5.163960396039604
Max Valence:,6.549,Max Arousal:,5.295
Min Valence:,6.332,Min Arousal:,5.029
Median Valence:,6.403,Median Arousal:,5.147
Window:, 35
Mean Valence:,6.596593220338982,Mean Arousal:,5.044542372881357
Max Valence:,6.608,Max Arousal:,5.139
Min Valence:,6.549,Min Arousal:,5.033
Median Valence:,6.603,Median Arousal:,5.033
Subject,12
Window:, 1
Mean Valence:,5.0,Mean Arousal:,5.016089108910891
Max Valence:,5.0,Max Arousal:,5.045
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 2
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 3
Mean Valence:,4.922079207920792,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,4.782,Min Arousal:,5.0
Median Valence:,4.961,Median Arousal:,5.0
Window:, 4
Mean Valence:,4.994138613861387,Mean Arousal:,5.0
Max Valence:,4.997,Max Arousal:,5.0
Min Valence:,4.98,Min Arousal:,5.0
Median Valence:,4.997,Median Arousal:,5.0
Window:, 5
Mean Valence:,4.997000000000001,Mean Arousal:,5.0
Max Valence:,4.997,Max Arousal:,5.0
Min Valence:,4.997,Min Arousal:,5.0
Median Valence:,4.997,Median Arousal:,5.0
Window:, 6
Mean Valence:,4.9970297029702975,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,4.997,Min Arousal:,5.0
Median Valence:,4.997,Median Arousal:,5.0
Window:, 7
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 8
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 9
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 10
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 11
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 12
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 13
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 14
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 15
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 16
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 17
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 18
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 19
Mean Valence:,5.0,Mean Arousal:,5.0
Max Valence:,5.0,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 20
Mean Valence:,5.157405940594058,Mean Arousal:,5.0
Max Valence:,5.256,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.256,Median Arousal:,5.0
Window:, 21
Mean Valence:,5.337554455445544,Mean Arousal:,5.098811881188119
Max Valence:,5.568,Max Arousal:,5.131
Min Valence:,5.256,Min Arousal:,5.0
Median Valence:,5.316,Median Arousal:,5.121
Window:, 22
Mean Valence:,6.1887920792079205,Mean Arousal:,5.168920792079209
Max Valence:,6.462,Max Arousal:,5.23
Min Valence:,5.568,Min Arousal:,5.131
Median Valence:,6.429,Median Arousal:,5.142
Window:, 23
Mean Valence:,6.684762376237625,Mean Arousal:,5.64419801980198
Max Valence:,6.852,Max Arousal:,6.067
Min Valence:,6.462,Min Arousal:,5.23
Median Valence:,6.749,Median Arousal:,5.588
Window:, 24
Mean Valence:,6.983851485148515,Mean Arousal:,6.319366336633663
Max Valence:,7.029,Max Arousal:,6.439
Min Valence:,6.852,Min Arousal:,6.067
Median Valence:,7.025,Median Arousal:,6.42
Window:, 25
Mean Valence:,7.058881188118813,Mean Arousal:,6.47521782178218
Max Valence:,7.065,Max Arousal:,6.485
Min Valence:,7.029,Min Arousal:,6.439
Median Valence:,7.065,Median Arousal:,6.485
Window:, 26
Mean Valence:,7.065000000000001,Mean Arousal:,6.503960396039604
Max Valence:,7.065,Max Arousal:,6.591
Min Valence:,7.065,Min Arousal:,6.485
Median Valence:,7.065,Median Arousal:,6.487
Window:, 27
Mean Valence:,7.071653465346532,Mean Arousal:,6.62150495049505
Max Valence:,7.16,Max Arousal:,6.703
Min Valence:,7.065,Min Arousal:,6.591
Median Valence:,7.065,Median Arousal:,6.615
Window:, 28
Mean Valence:,7.156960396039604,Mean Arousal:,6.937346534653465
Max Valence:,7.687,Max Arousal:,7.072
Min Valence:,7.126,Min Arousal:,6.703
Median Valence:,7.134,Median Arousal:,6.909
Window:, 29
Mean Valence:,8.543376237623763,Mean Arousal:,7.091118811881187
Max Valence:,8.822,Max Arousal:,7.12
Min Valence:,7.687,Min Arousal:,7.042
Median Valence:,8.751,Median Arousal:,7.094
Window:, 30
Mean Valence:,8.909277227722775,Mean Arousal:,7.196504950495049
Max Valence:,9.077,Max Arousal:,7.278
Min Valence:,8.822,Min Arousal:,7.12
Median Valence:,8.899,Median Arousal:,7.19
Window:, 31
Mean Valence:,9.42730693069307,Mean Arousal:,7.265673267326731
Max Valence:,9.5,Max Arousal:,7.29
Min Valence:,9.077,Min Arousal:,7.258
Median Valence:,9.5,Median Arousal:,7.263
Window:, 32
Mean Valence:,9.5,Mean Arousal:,7.298861386138614
Max Valence:,9.5,Max Arousal:,7.312
Min Valence:,9.5,Min Arousal:,7.275
Median Valence:,9.5,Median Arousal:,7.302
Window:, 33
Mean Valence:,9.451910891089108,Mean Arousal:,7.304544554455444
Max Valence:,9.5,Max Arousal:,7.326
Min Valence:,7.645,Min Arousal:,6.656
Median Valence:,9.5,Median Arousal:,7.324
Window:, 34
Mean Valence:,6.8960297029702975,Mean Arousal:,5.9868712871287135
Max Valence:,7.645,Max Arousal:,6.656
Min Valence:,5.742,Min Arousal:,5.617
Median Valence:,7.057,Median Arousal:,5.826
Window:, 35
Mean Valence:,6.257532258064518,Mean Arousal:,5.8546935483870985
Max Valence:,7.281,Max Arousal:,6.59
Min Valence:,5.402,Min Arousal:,5.311
Median Valence:,6.4765,Median Arousal:,5.706
Subject,13
Window:, 1
Mean Valence:,5.0,Mean Arousal:,5.005
Max Valence:,5.0,Max Arousal:,5.125
Min Valence:,5.0,Min Arousal:,5.0
Median Valence:,5.0,Median Arousal:,5.0
Window:, 2
Mean Valence:,5.472178217821782,Mean Arousal:,4.973029702970297
Max Valence:,6.893,Max Arousal:,5.0
Min Valence:,5.0,Min Arousal:,4.863
Median Valence:,5.0,Median Arousal:,5.0
Window:, 3
Mean Valence:,6.869653465346532,Mean Arousal:,4.900138613861387
Max Valence:,6.893,Max Arousal:,4.928
Min Valence:,6.862,Min Arousal:,4.88
Median Valence:,6.862,Median Arousal:,4.89
Window:, 4
Mean Valence:,6.861999999999997,Mean Arousal:,4.848980198019803
Max Valence:,6.862,Max Arousal:,5.043
Min Valence:,6.862,Min Arousal:,4.718
Median Valence:,6.862,Median Arousal:,4.834
Window:, 5
Mean Valence:,6.861999999999997,Mean Arousal:,4.71771287128713
Max Valence:,6.862,Max Arousal:,4.718
Min Valence:,6.862,Min Arousal:,4.707
Median Valence:,6.862,Median Arousal:,4.718
Window:, 6
Mean Valence:,6.861999999999997,Mean Arousal:,4.670207920792078
Max Valence:,6.862,Max Arousal:,4.707
Min Valence:,6.862,Min Arousal:,4.666
Median Valence:,6.862,Median Arousal:,4.669
Window:, 7
Mean Valence:,6.848561224489795,Mean Arousal:,4.659755102040816
Max Valence:,6.862,Max Arousal:,4.666
Min Valence:,6.824,Min Arousal:,4.655
Median Valence:,6.862,Median Arousal:,4.655
Window:, 8
Mean Valence:,6.632653465346531,Mean Arousal:,5.071871287128712
Max Valence:,7.204,Max Arousal:,5.56
Min Valence:,6.425,Min Arousal:,4.655
Median Valence:,6.436,Median Arousal:,5.146
Window:, 9
Mean Valence:,7.282772277227723,Mean Arousal:,5.589990099009902
Max Valence:,7.307,Max Arousal:,5.615
Min Valence:,7.204,Min Arousal:,5.56
Median Valence:,7.291,Median Arousal:,5.585
Window:, 10
Mean Valence:,7.324851485148517,Mean Arousal:,5.645386138613864
Max Valence:,7.345,Max Arousal:,5.69
Min Valence:,7.296,Min Arousal:,5.596
Median Valence:,7.345,Median Arousal:,5.656
Window:, 11
Mean Valence:,7.383990099009899,Mean Arousal:,5.454663366336633
Max Valence:,7.41,Max Arousal:,5.69
Min Valence:,7.345,Min Arousal:,5.246
Median Valence:,7.41,Median Arousal:,5.345
Window:, 12
Mean Valence:,7.409425742574255,Mean Arousal:,5.100920792079208
Max Valence:,7.41,Max Arousal:,5.246
Min Valence:,7.395,Min Arousal:,5.065
Median Valence:,7.41,Median Arousal:,5.065
Window:, 13
Mean Valence:,7.292396039603959,Mean Arousal:,5.009613861386137
Max Valence:,7.395,Max Arousal:,5.065
Min Valence:,7.288,Min Arousal:,5.0
Median Valence:,7.288,Median Arousal:,5.001
Window:, 14
Mean Valence:,7.288029702970295,Mean Arousal:,4.997
Max Valence:,7.29,Max Arousal:,5.0
Min Valence:,7.288,Min Arousal:,4.995
Median Valence:,7.288,Median Arousal:,4.997
Window:, 15
Mean Valence:,7.186683168316833,Mean Arousal:,4.978910891089109
Max Valence:,7.296,Max Arousal:,4.995
Min Valence:,7.018,Min Arousal:,4.961
Median Valence:,7.29,Median Arousal:,4.985
Window:, 16
Mean Valence:,7.458861386138613,Mean Arousal:,4.97361386138614
Max Valence:,7.52,Max Arousal:,4.982
Min Valence:,7.018,Min Arousal:,4.961
Median Valence:,7.493,Median Arousal:,4.982
Window:, 17
Mean Valence:,7.244188118811878,Mean Arousal:,4.967326732673267
Max Valence:,7.491,Max Arousal:,4.982
Min Valence:,7.169,Min Arousal:,4.935
Median Valence:,7.169,Median Arousal:,4.976
Window:, 18
Mean Valence:,7.168999999999997,Mean Arousal:,4.946346534653464
Max Valence:,7.169,Max Arousal:,4.955
Min Valence:,7.169,Min Arousal:,4.935
Median Valence:,7.169,Median Arousal:,4.949
Window:, 19
Mean Valence:,7.168999999999997,Mean Arousal:,5.0257920792079185
Max Valence:,7.169,Max Arousal:,5.032
Min Valence:,7.169,Min Arousal:,4.955
Median Valence:,7.169,Median Arousal:,5.032
Window:, 20
Mean Valence:,7.189019801980201,Mean Arousal:,5.076940594059407
Max Valence:,7.191,Max Arousal:,5.084
Min Valence:,7.169,Min Arousal:,5.032
Median Valence:,7.191,Median Arousal:,5.084
Window:, 21
Mean Valence:,7.196950495049507,Mean Arousal:,5.0840000000000005
Max Valence:,7.2,Max Arousal:,5.084
Min Valence:,7.191,Min Arousal:,5.084
Median Valence:,7.199,Median Arousal:,5.084
Window:, 22
Mean Valence:,7.211811881188121,Mean Arousal:,5.0840000000000005
Max Valence:,7.22,Max Arousal:,5.084
Min Valence:,7.2,Min Arousal:,5.084
Median Valence:,7.217,Median Arousal:,5.084
Window:, 23
Mean Valence:,7.2973861386138585,Mean Arousal:,5.0840000000000005
Max Valence:,7.362,Max Arousal:,5.084
Min Valence:,7.22,Min Arousal:,5.084
Median Valence:,7.318,Median Arousal:,5.084
Window:, 24
Mean Valence:,7.377643564356436,Mean Arousal:,5.095326732673268
Max Valence:,7.393,Max Arousal:,5.097
Min Valence:,7.362,Min Arousal:,5.084
Median Valence:,7.379,Median Arousal:,5.097
Window:, 25
Mean Valence:,7.589762376237623,Mean Arousal:,5.1419108910891085
Max Valence:,7.616,Max Arousal:,5.154
Min Valence:,7.393,Min Arousal:,5.097
Median Valence:,7.616,Median Arousal:,5.152
Window:, 26
Mean Valence:,7.615999999999999,Mean Arousal:,5.1683960396039605
